70, Female, Meghalaya, 6857177368, 160.65 cm, 65.18 kg
92, Female, Meghalaya, 9816763555, 158.5 cm, 65.84 kg
24, Female, Karnataka, 8785673285, 161.9 cm, 66.01 kg
8, Male, Manipur, 9246858251, 162.7 cm, 74.71 kg
9, Female, Manipur, 6175845214, 155.27 cm, 75.42 kg
68, Male, Madhya Pradesh, 7676465431, 170.39 cm, 72.6 kg
68, Male, Maharashtra, 9157714366, 152.28 cm, 68.38 kg
83, Female, Assam, 7418537733, 161.75 cm, 71.12 kg
74, Female, Nagaland, 6534266414, 166.03 cm, 73.96 kg
13, Female, Tamil Nadu, 8767531617, 159.22 cm, 71.52 kg
1, Female, Tamil Nadu, 9856782212, 155.24 cm, 70.44 kg
14, Female, Assam, 9462635856, 176.63 cm, 67.56 kg
16, Male, Chhattisgarh, 8843467586, 155.33 cm, 78.77 kg
55, Male, Meghalaya, 6311814645, 157.74 cm, 71.79 kg
40, Female, Odisha, 8861584143, 153.2 cm, 61.73 kg
87, Male, Meghalaya, 6282377143, 155.06 cm, 75.84 kg
25, Female, Andhra Pradesh, 9281157164, 168.11 cm, 71.99 kg
33, Male, Goa, 8167314442, 154.78 cm, 69.7 kg
8, Female, Odisha, 7537772451, 148.68 cm, 75.68 kg
20, Female, Maharashtra, 6341471715, 163.34 cm, 71.97 kg
8, Male, Meghalaya, 6682275657, 159.74 cm, 64.44 kg
31, Female, West Bengal, 6523772343, 167.98 cm, 64.5 kg
45, Female, Odisha, 6725733631, 169.42 cm, 70.36 kg
22, Male, Gujarat, 8324853831, 157.6 cm, 76.42 kg
8, Female, Sikkim, 8571426343, 166.09 cm, 68.64 kg
10, Male, Karnataka, 8725256161, 158.13 cm, 69.08 kg
25, Female, Bihar, 8816548851, 163.04 cm, 71.78 kg
39, Male, Tamil Nadu, 6241363441, 183.5 cm, 66.34 kg
76, Female, Arunachal Pradesh, 7523547562, 153.75 cm, 71.45 kg
79, Female, Chhattisgarh, 7488835458, 143.81 cm, 66.97 kg
39, Female, Telangana, 9856667851, 162.57 cm, 68.88 kg
74, Female, West Bengal, 8128324866, 150.48 cm, 74.44 kg
91, Female, Uttarakhand, 6367637827, 163.87 cm, 63.65 kg
72, Female, Chhattisgarh, 8263121177, 148.11 cm, 73.83 kg
69, Female, Sikkim, 8833476183, 138.37 cm, 65.41 kg
36, Male, Madhya Pradesh, 9887215814, 163.9 cm, 63.8 kg
77, Female, Sikkim, 8142153523, 151.72 cm, 61.38 kg
5, Female, West Bengal, 7634735373, 182.54 cm, 68.33 kg
42, Male, Meghalaya, 7523353375, 141.84 cm, 76.3 kg
11, Male, Maharashtra, 7486664526, 176.15 cm, 62.64 kg
79, Male, Maharashtra, 6676554786, 178.96 cm, 72.88 kg
65, Female, Tripura, 8883447412, 155.77 cm, 60.29 kg
56, Male, Andhra Pradesh, 8112856757, 159.73 cm, 72.08 kg
10, Male, Manipur, 6882846317, 155.63 cm, 66.87 kg
7, Male, Uttar Pradesh, 7155278856, 155.96 cm, 70.61 kg
7, Female, Tamil Nadu, 7368633585, 156.26 cm, 71.76 kg
48, Male, Haryana, 6427836622, 163.21 cm, 59.42 kg
54, Male, Kerala, 9423262563, 159.87 cm, 70.59 kg
54, Female, Odisha, 7811732616, 174.49 cm, 69.54 kg
16, Female, Uttarakhand, 9453548413, 153.56 cm, 66.64 kg
1, Female, Manipur, 6535164686, 165.44 cm, 70.7 kg
56, Male, Uttar Pradesh, 6627786257, 170.23 cm, 77.68 kg
65, Female, Tripura, 8536846277, 167.66 cm, 67.59 kg
23, Female, Uttar Pradesh, 6731726488, 148.35 cm, 73.46 kg
88, Female, Himachal Pradesh, 8441841241, 159.81 cm, 80.33 kg
57, Male, Uttarakhand, 7481486255, 144.23 cm, 74.17 kg
42, Female, Arunachal Pradesh, 9727836648, 150.43 cm, 66.08 kg
69, Male, Sikkim, 9564114871, 164.23 cm, 65.68 kg
6, Male, Karnataka, 9277377164, 170.22 cm, 69.1 kg
17, Male, Jharkhand, 8722828134, 152.18 cm, 59.08 kg
26, Male, Bihar, 6582736537, 151.85 cm, 72.17 kg
73, Male, Uttarakhand, 7718334644, 138.77 cm, 67.56 kg
16, Female, Punjab, 8268846145, 170.8 cm, 79.82 kg
5, Female, Andhra Pradesh, 8545531862, 165.93 cm, 71.57 kg
51, Male, West Bengal, 9783315518, 175.24 cm, 67.17 kg
55, Female, Maharashtra, 9153552512, 162.66 cm, 69.86 kg
86, Female, Haryana, 8554137723, 148.8 cm, 70.84 kg
92, Male, Karnataka, 9552528246, 162.99 cm, 75.96 kg
12, Male, Kerala, 6726282531, 176.3 cm, 72.55 kg
84, Female, Odisha, 9347846273, 159.15 cm, 65.98 kg
41, Male, Odisha, 6451628278, 144.51 cm, 71.95 kg
31, Male, Mizoram, 9645651755, 161.02 cm, 64.01 kg
35, Male, West Bengal, 9148461125, 135.78 cm, 67.75 kg
35, Male, Karnataka, 7248257663, 164.75 cm, 65.45 kg
70, Male, Haryana, 8765137243, 169.41 cm, 71.82 kg
22, Female, Madhya Pradesh, 7531731571, 157.94 cm, 75.2 kg
86, Female, Telangana, 6766722786, 148.88 cm, 67.87 kg
62, Male, Punjab, 9786476212, 155.64 cm, 72.95 kg
63, Male, Manipur, 8735615755, 161.84 cm, 63.78 kg
41, Female, Telangana, 6241768222, 155.52 cm, 78.26 kg
68, Male, Andhra Pradesh, 8522444873, 157.59 cm, 62.03 kg
64, Male, Maharashtra, 7714563467, 160.31 cm, 72.96 kg
17, Male, Sikkim, 8613715433, 161.91 cm, 68.67 kg
2, Female, Bihar, 7318642633, 166.75 cm, 70.56 kg
56, Male, Tamil Nadu, 6466725683, 162.76 cm, 67.49 kg
77, Male, Chhattisgarh, 8477331684, 143.0 cm, 76.57 kg
19, Female, Meghalaya, 6848757882, 160.38 cm, 72.81 kg
83, Female, Assam, 6276513846, 169.43 cm, 73.2 kg
86, Male, Madhya Pradesh, 9438432855, 174.87 cm, 73.23 kg
97, Male, Mizoram, 7234288783, 167.12 cm, 69.2 kg
66, Male, Sikkim, 7623134364, 167.45 cm, 69.96 kg
56, Female, Arunachal Pradesh, 9417456427, 168.45 cm, 72.1 kg
67, Female, Uttarakhand, 6227465674, 155.21 cm, 70.4 kg
44, Male, Chhattisgarh, 7557681767, 172.66 cm, 76.58 kg
90, Female, Uttarakhand, 6846251541, 162.6 cm, 77.11 kg
59, Male, Punjab, 8672788658, 166.07 cm, 68.7 kg
88, Female, Maharashtra, 9778233241, 160.07 cm, 67.1 kg
29, Female, Tripura, 6626532242, 163.01 cm, 67.98 kg
55, Male, Rajasthan, 8732482773, 163.24 cm, 64.33 kg
72, Male, Himachal Pradesh, 8467517142, 163.63 cm, 68.76 kg
2, Male, Tamil Nadu, 7585187665, 144.84 cm, 66.23 kg
96, Male, Chhattisgarh, 6221516634, 156.49 cm, 68.44 kg
60, Female, Uttar Pradesh, 8264462345, 159.95 cm, 65.03 kg
98, Male, Haryana, 8515435452, 173.08 cm, 75.18 kg
62, Male, Gujarat, 7324522847, 153.73 cm, 68.62 kg
23, Female, Assam, 6163332174, 147.21 cm, 73.61 kg
28, Female, Tamil Nadu, 6153311381, 167.37 cm, 68.26 kg
61, Female, West Bengal, 9453257352, 178.35 cm, 72.1 kg
9, Female, Sikkim, 6242471245, 151.85 cm, 69.68 kg
4, Male, Arunachal Pradesh, 8517222324, 169.47 cm, 64.04 kg
83, Male, Nagaland, 9136345212, 158.53 cm, 59.48 kg
97, Male, Chhattisgarh, 8186225582, 146.91 cm, 66.38 kg
31, Male, Karnataka, 8687686654, 151.62 cm, 78.09 kg
80, Female, Assam, 7824283447, 146.17 cm, 71.87 kg
11, Male, Rajasthan, 9615287587, 141.98 cm, 67.29 kg
86, Male, Maharashtra, 8545347251, 148.89 cm, 68.45 kg
13, Female, Manipur, 7735481171, 170.26 cm, 84.51 kg
34, Female, Manipur, 9663683462, 143.45 cm, 70.86 kg
51, Male, Uttar Pradesh, 9385622114, 143.26 cm, 71.26 kg
60, Female, Punjab, 9424433811, 162.84 cm, 76.86 kg
53, Male, Uttar Pradesh, 8267282446, 154.2 cm, 77.81 kg
68, Female, Bihar, 7345354171, 173.29 cm, 59.51 kg
64, Male, Bihar, 7265186864, 147.61 cm, 65.68 kg
74, Female, Madhya Pradesh, 7154625787, 151.47 cm, 63.67 kg
74, Female, Bihar, 7257876161, 147.54 cm, 81.12 kg
34, Female, Himachal Pradesh, 6258683728, 171.27 cm, 65.02 kg
71, Female, Uttar Pradesh, 6246373611, 160.46 cm, 75.39 kg
8, Female, Maharashtra, 6827458375, 154.77 cm, 69.84 kg
21, Male, Arunachal Pradesh, 7588876878, 163.87 cm, 71.98 kg
30, Male, Assam, 7572384583, 134.93 cm, 70.15 kg
31, Female, Mizoram, 9485112124, 148.18 cm, 64.76 kg
20, Male, Assam, 7687555788, 170.42 cm, 72.22 kg
85, Male, Maharashtra, 8112165511, 155.9 cm, 65.18 kg
27, Male, Goa, 7118523211, 172.38 cm, 64.42 kg
19, Female, Uttar Pradesh, 6433117712, 154.34 cm, 73.18 kg
29, Female, Haryana, 7654655515, 147.69 cm, 75.58 kg
62, Female, Andhra Pradesh, 8748341711, 164.53 cm, 65.59 kg
43, Female, Chhattisgarh, 9326868737, 178.38 cm, 61.9 kg
85, Male, Rajasthan, 7183216365, 173.97 cm, 64.04 kg
16, Female, Meghalaya, 8237457443, 171.94 cm, 75.31 kg
3, Female, Meghalaya, 8218348153, 159.5 cm, 66.31 kg
68, Female, Assam, 8543356126, 153.41 cm, 75.93 kg
8, Male, Andhra Pradesh, 6818613131, 158.37 cm, 65.97 kg
24, Male, Manipur, 7676484471, 169.68 cm, 72.48 kg
60, Male, Karnataka, 8871182735, 161.1 cm, 64.02 kg
99, Female, Kerala, 6434333314, 175.25 cm, 74.6 kg
42, Male, Uttarakhand, 7627523311, 146.36 cm, 64.33 kg
12, Male, Haryana, 6866844252, 132.76 cm, 63.65 kg
89, Female, Haryana, 9863163744, 141.96 cm, 67.39 kg
76, Male, Meghalaya, 8228246515, 149.82 cm, 67.42 kg
67, Male, Nagaland, 7175556353, 134.66 cm, 65.69 kg
5, Male, Manipur, 6528535875, 165.87 cm, 66.25 kg
78, Female, Goa, 8223114552, 161.04 cm, 68.13 kg
90, Female, Odisha, 7347323434, 148.32 cm, 73.13 kg
94, Male, Goa, 7686628575, 160.16 cm, 65.31 kg
25, Male, Chhattisgarh, 6335351423, 163.61 cm, 70.3 kg
58, Female, Jharkhand, 9387414683, 170.21 cm, 75.51 kg
22, Female, Punjab, 8783567668, 162.36 cm, 80.69 kg
1, Male, Telangana, 8882375678, 143.58 cm, 71.69 kg
56, Female, Rajasthan, 7342377375, 179.05 cm, 65.72 kg
91, Male, Odisha, 9757262753, 170.76 cm, 67.42 kg
15, Male, Bihar, 8118163578, 168.95 cm, 69.88 kg
63, Male, Uttarakhand, 9168586557, 154.77 cm, 77.65 kg
92, Male, West Bengal, 7772644575, 166.73 cm, 70.8 kg
70, Female, Bihar, 7517415458, 166.95 cm, 78.29 kg
95, Male, Uttarakhand, 9578628827, 179.98 cm, 78.45 kg
66, Female, Gujarat, 7581843575, 149.6 cm, 74.23 kg
40, Male, Andhra Pradesh, 6335541161, 149.45 cm, 74.92 kg
89, Male, Tripura, 7455766281, 155.31 cm, 69.08 kg
47, Male, Arunachal Pradesh, 6687756553, 152.51 cm, 71.23 kg
77, Female, Arunachal Pradesh, 7414522158, 156.15 cm, 80.59 kg
42, Male, Haryana, 6276233876, 151.84 cm, 65.95 kg
68, Female, Nagaland, 7311556865, 162.33 cm, 66.07 kg
48, Female, Karnataka, 7586153745, 174.91 cm, 70.17 kg
45, Female, Madhya Pradesh, 8264371541, 167.41 cm, 67.0 kg
94, Male, Mizoram, 9185818868, 150.06 cm, 68.47 kg
47, Female, Jharkhand, 6858415486, 147.2 cm, 70.53 kg
9, Male, Gujarat, 8382824753, 153.12 cm, 68.63 kg
95, Male, Kerala, 8282873442, 160.98 cm, 67.63 kg
39, Male, Mizoram, 9588615363, 159.5 cm, 62.18 kg
19, Female, Karnataka, 6833843661, 147.74 cm, 72.91 kg
43, Male, Haryana, 8482756468, 161.88 cm, 67.8 kg
75, Female, Jharkhand, 7771245675, 152.91 cm, 66.12 kg
27, Female, Manipur, 7134814264, 157.86 cm, 71.72 kg
66, Male, Uttar Pradesh, 8474378466, 162.37 cm, 77.54 kg
31, Female, Gujarat, 6228446526, 143.48 cm, 82.42 kg
88, Male, Assam, 8813327836, 164.48 cm, 63.69 kg
27, Male, Haryana, 9716241233, 170.34 cm, 75.58 kg
73, Male, Uttarakhand, 6887817558, 157.86 cm, 69.02 kg
24, Female, Tripura, 9632662784, 144.78 cm, 82.54 kg
46, Male, West Bengal, 8657563124, 140.11 cm, 74.06 kg
29, Male, Chhattisgarh, 7471623424, 167.13 cm, 62.45 kg
71, Female, Nagaland, 9514335571, 157.87 cm, 66.42 kg
62, Female, Punjab, 8275616223, 147.2 cm, 67.9 kg
37, Female, Jharkhand, 6248545848, 156.07 cm, 61.79 kg
75, Male, Mizoram, 6341637276, 166.18 cm, 68.04 kg
52, Female, Odisha, 7155855523, 172.19 cm, 71.1 kg
52, Female, Karnataka, 9621231387, 149.15 cm, 78.81 kg
95, Male, Nagaland, 8554833368, 156.41 cm, 67.1 kg
60, Female, Tamil Nadu, 7477638485, 164.22 cm, 67.64 kg
89, Male, Assam, 9257634641, 155.67 cm, 74.54 kg
4, Female, Bihar, 8466434513, 159.03 cm, 74.52 kg
48, Female, Nagaland, 6458575641, 157.21 cm, 68.02 kg
65, Male, Gujarat, 6558614156, 163.23 cm, 74.11 kg
29, Female, Assam, 9831578354, 158.65 cm, 67.56 kg
55, Male, Gujarat, 6455478324, 158.41 cm, 76.85 kg
5, Male, West Bengal, 8818455541, 160.32 cm, 68.25 kg
70, Male, Tripura, 7517631223, 152.44 cm, 72.09 kg
40, Female, Gujarat, 9745182878, 169.52 cm, 71.43 kg
71, Male, Rajasthan, 8346567582, 166.24 cm, 79.35 kg
55, Female, Punjab, 7263415668, 171.54 cm, 72.23 kg
48, Male, Himachal Pradesh, 6731544334, 161.12 cm, 72.16 kg
98, Male, Nagaland, 6363243522, 154.27 cm, 65.39 kg
94, Female, Gujarat, 8867335547, 160.82 cm, 80.44 kg
42, Female, Telangana, 8675564428, 129.93 cm, 81.33 kg
48, Male, Himachal Pradesh, 7851457164, 168.01 cm, 75.41 kg
30, Male, Haryana, 9174755816, 157.41 cm, 60.39 kg
37, Female, Andhra Pradesh, 9217833112, 163.27 cm, 72.16 kg
46, Male, Meghalaya, 7471686538, 158.2 cm, 73.81 kg
50, Female, Kerala, 9248546287, 173.79 cm, 70.61 kg
26, Male, Tripura, 6254117223, 162.9 cm, 66.77 kg
63, Female, Uttar Pradesh, 9712523757, 161.91 cm, 72.84 kg
1, Male, Odisha, 7875161733, 159.89 cm, 70.79 kg
69, Male, Uttar Pradesh, 7784257136, 159.42 cm, 75.2 kg
12, Female, Tripura, 8814437412, 160.14 cm, 58.24 kg
51, Female, Sikkim, 6754815757, 160.59 cm, 70.76 kg
39, Female, Sikkim, 8671311177, 147.92 cm, 70.13 kg
78, Female, Kerala, 8275675342, 164.37 cm, 71.68 kg
17, Male, Uttarakhand, 9837584186, 176.91 cm, 71.08 kg
50, Female, Gujarat, 7722366664, 165.52 cm, 68.48 kg
12, Male, Karnataka, 6824786468, 155.05 cm, 63.24 kg
6, Male, Meghalaya, 7842747376, 177.49 cm, 76.18 kg
6, Female, Uttar Pradesh, 9216422212, 160.13 cm, 67.57 kg
43, Male, Telangana, 7156464277, 149.93 cm, 67.3 kg
87, Female, Bihar, 8363478433, 162.35 cm, 78.35 kg
61, Male, Gujarat, 9585252113, 161.09 cm, 72.86 kg
83, Male, Assam, 8678586373, 161.55 cm, 65.45 kg
72, Male, Himachal Pradesh, 9365121735, 153.3 cm, 66.59 kg
96, Male, Gujarat, 7411787528, 143.71 cm, 66.29 kg
49, Male, Maharashtra, 9716322274, 159.63 cm, 80.03 kg
88, Female, Bihar, 7338683323, 149.65 cm, 65.03 kg
68, Male, Bihar, 9415334534, 154.92 cm, 81.27 kg
59, Female, Tamil Nadu, 8456555185, 181.8 cm, 61.69 kg
16, Female, Meghalaya, 6822452284, 154.17 cm, 77.03 kg
82, Female, Jharkhand, 6623435843, 150.27 cm, 65.17 kg
19, Male, Kerala, 9654257854, 149.57 cm, 70.14 kg
61, Female, Meghalaya, 7775233858, 146.05 cm, 65.87 kg
97, Male, Jharkhand, 7245728682, 162.1 cm, 78.62 kg
35, Female, Telangana, 8552158335, 166.5 cm, 71.06 kg
84, Female, Chhattisgarh, 6125635261, 152.42 cm, 75.49 kg
25, Male, Madhya Pradesh, 8415844766, 150.15 cm, 72.81 kg
95, Female, Nagaland, 7517835761, 168.33 cm, 70.09 kg
53, Female, Uttarakhand, 8874536718, 152.62 cm, 71.39 kg
2, Male, Jharkhand, 7124418226, 157.47 cm, 72.76 kg
85, Male, Himachal Pradesh, 6817345335, 151.1 cm, 72.12 kg
34, Male, Tamil Nadu, 7477274314, 160.13 cm, 65.46 kg
70, Female, Assam, 6553328474, 171.26 cm, 60.31 kg
67, Male, Tripura, 9544734328, 155.23 cm, 68.35 kg
92, Female, Madhya Pradesh, 7465661738, 151.12 cm, 70.78 kg
14, Male, Tripura, 9151534553, 160.48 cm, 71.41 kg
87, Male, Arunachal Pradesh, 8544671421, 165.59 cm, 65.69 kg
93, Male, Madhya Pradesh, 8436182566, 167.21 cm, 60.71 kg
4, Female, Uttarakhand, 6258757716, 169.95 cm, 69.04 kg
67, Male, Uttarakhand, 8354742377, 162.16 cm, 71.73 kg
13, Female, Bihar, 9614857643, 157.47 cm, 76.73 kg
47, Male, Punjab, 8611134522, 154.98 cm, 69.11 kg
41, Male, Arunachal Pradesh, 9186543686, 135.32 cm, 68.64 kg
69, Female, Tamil Nadu, 6626836367, 151.75 cm, 66.78 kg
68, Male, Tamil Nadu, 9751828447, 161.71 cm, 63.32 kg
56, Male, Karnataka, 8512856822, 158.72 cm, 62.47 kg
41, Male, Telangana, 9324346852, 151.6 cm, 70.65 kg
3, Female, Tripura, 9336338327, 157.84 cm, 74.82 kg
47, Male, Haryana, 8374272523, 150.96 cm, 67.48 kg
97, Male, Haryana, 6385771854, 167.58 cm, 71.11 kg
82, Female, Goa, 9867164586, 167.63 cm, 71.17 kg
94, Female, Haryana, 9367834276, 177.89 cm, 81.54 kg
38, Male, Odisha, 7154346766, 160.23 cm, 75.11 kg
5, Female, Maharashtra, 8611652527, 166.89 cm, 63.77 kg
55, Female, Karnataka, 7885154411, 161.6 cm, 76.8 kg
36, Male, Tamil Nadu, 6562834356, 160.05 cm, 68.71 kg
77, Female, Uttarakhand, 8543172116, 149.0 cm, 73.89 kg
32, Male, Manipur, 9676661756, 150.61 cm, 73.31 kg
36, Male, Andhra Pradesh, 9282817688, 168.36 cm, 64.04 kg
88, Male, Kerala, 7878228161, 166.49 cm, 76.34 kg
34, Male, Assam, 7231372818, 152.25 cm, 63.88 kg
29, Male, Karnataka, 7476612514, 170.95 cm, 75.34 kg
18, Female, Punjab, 8327313838, 153.35 cm, 68.2 kg
31, Male, Maharashtra, 8211233413, 162.3 cm, 67.71 kg
41, Female, Bihar, 7657481516, 162.28 cm, 71.78 kg
23, Male, Uttarakhand, 8744835115, 156.29 cm, 74.26 kg
47, Male, Punjab, 8465754145, 164.77 cm, 67.5 kg
93, Female, Rajasthan, 8373134526, 173.08 cm, 76.79 kg
90, Male, Uttarakhand, 8688371364, 167.18 cm, 71.17 kg
46, Female, Odisha, 8462671243, 166.54 cm, 69.52 kg
33, Male, Goa, 6462478745, 154.03 cm, 75.21 kg
96, Female, Karnataka, 6341668758, 151.8 cm, 76.07 kg
82, Male, Tamil Nadu, 8518666836, 172.25 cm, 69.32 kg
33, Male, Meghalaya, 7677417254, 163.95 cm, 73.94 kg
85, Female, Assam, 7828432864, 152.76 cm, 54.93 kg
7, Male, Maharashtra, 6341764344, 156.75 cm, 72.48 kg
55, Female, Odisha, 6346255631, 153.6 cm, 75.0 kg
10, Male, Kerala, 6867833117, 169.37 cm, 76.08 kg
26, Female, Mizoram, 7732741315, 183.2 cm, 69.8 kg
18, Female, Meghalaya, 9438884427, 166.48 cm, 70.28 kg
81, Male, Goa, 9842856714, 158.84 cm, 65.79 kg
50, Female, Andhra Pradesh, 7463726138, 159.84 cm, 64.9 kg
16, Female, Punjab, 7862555682, 161.43 cm, 72.37 kg
53, Female, Assam, 8336283153, 166.41 cm, 69.4 kg
14, Female, Uttar Pradesh, 9647348651, 170.27 cm, 77.46 kg
45, Male, Arunachal Pradesh, 7468634717, 157.81 cm, 66.94 kg
99, Male, Jharkhand, 7343677434, 159.92 cm, 72.31 kg
41, Female, Telangana, 9316568746, 164.75 cm, 64.82 kg
74, Female, Tamil Nadu, 6438233415, 173.72 cm, 63.82 kg
95, Male, Punjab, 8456212245, 157.91 cm, 59.6 kg
74, Male, Uttar Pradesh, 7732568787, 164.86 cm, 64.54 kg
80, Male, Andhra Pradesh, 7544632851, 146.1 cm, 64.91 kg
28, Male, Karnataka, 6583416112, 160.75 cm, 70.87 kg
17, Male, Punjab, 8385743316, 171.6 cm, 71.71 kg
72, Male, Odisha, 9658356121, 168.11 cm, 64.51 kg
51, Male, Jharkhand, 8718212862, 150.13 cm, 73.78 kg
87, Male, Himachal Pradesh, 8221617356, 178.44 cm, 75.54 kg
66, Male, Kerala, 6262121167, 155.6 cm, 63.67 kg
54, Female, Manipur, 9676685473, 169.74 cm, 67.83 kg
72, Female, Odisha, 7433154635, 162.2 cm, 69.8 kg
57, Male, Telangana, 8661524472, 162.14 cm, 69.82 kg
6, Female, Punjab, 8338753472, 147.3 cm, 75.36 kg
20, Male, Telangana, 8512244672, 162.34 cm, 76.61 kg
91, Male, West Bengal, 6383317525, 148.41 cm, 74.82 kg
85, Male, Meghalaya, 8886411251, 152.75 cm, 70.51 kg
5, Female, Assam, 6446618422, 162.51 cm, 78.42 kg
80, Male, Nagaland, 8348585684, 149.51 cm, 71.44 kg
97, Female, Manipur, 7628167223, 154.53 cm, 68.31 kg
19, Male, Bihar, 7517322246, 170.48 cm, 70.66 kg
44, Male, Tamil Nadu, 9486366638, 161.81 cm, 73.54 kg
57, Female, Rajasthan, 9728565443, 153.6 cm, 68.09 kg
81, Male, Punjab, 7481567228, 152.45 cm, 72.45 kg
77, Male, Tripura, 7371488482, 152.6 cm, 67.48 kg
80, Male, Odisha, 7728753135, 159.12 cm, 76.63 kg
47, Female, Assam, 9152811351, 143.09 cm, 78.88 kg
66, Male, Mizoram, 7654436888, 162.19 cm, 71.24 kg
44, Male, Jharkhand, 6715867715, 146.31 cm, 75.95 kg
40, Female, Assam, 9137782663, 156.52 cm, 67.93 kg
11, Male, Karnataka, 9481866618, 151.85 cm, 77.02 kg
95, Male, Rajasthan, 8346573615, 154.25 cm, 65.22 kg
44, Male, Goa, 7464551124, 142.44 cm, 55.28 kg
67, Male, Nagaland, 9824461682, 149.46 cm, 61.43 kg
94, Female, Punjab, 7666814558, 161.21 cm, 69.35 kg
28, Female, Tamil Nadu, 6118861215, 157.01 cm, 68.9 kg
38, Male, West Bengal, 7113315526, 176.71 cm, 63.95 kg
20, Female, Andhra Pradesh, 7528627126, 146.38 cm, 72.55 kg
53, Female, Uttar Pradesh, 9348227678, 154.59 cm, 68.27 kg
89, Male, Chhattisgarh, 9171565817, 179.63 cm, 67.29 kg
94, Male, Maharashtra, 8876368631, 168.07 cm, 67.76 kg
92, Male, Haryana, 9268842411, 145.51 cm, 70.51 kg
78, Female, Andhra Pradesh, 6284687112, 154.15 cm, 72.31 kg
2, Female, Andhra Pradesh, 9842622832, 164.02 cm, 62.8 kg
22, Female, Meghalaya, 9264253357, 152.78 cm, 78.14 kg
78, Male, Meghalaya, 6167451478, 167.07 cm, 64.31 kg
53, Male, Andhra Pradesh, 8857626285, 165.75 cm, 79.62 kg
16, Male, Arunachal Pradesh, 8774317218, 165.48 cm, 66.17 kg
35, Female, Uttarakhand, 7358712468, 162.24 cm, 75.33 kg
87, Male, Rajasthan, 7484286325, 159.86 cm, 70.09 kg
21, Male, Maharashtra, 7542878115, 157.19 cm, 75.42 kg
83, Male, Uttar Pradesh, 8835732857, 150.23 cm, 65.6 kg
27, Female, Himachal Pradesh, 9882342772, 144.49 cm, 68.79 kg
73, Male, Uttarakhand, 8426478423, 165.06 cm, 65.21 kg
20, Female, Rajasthan, 7418118848, 163.77 cm, 63.41 kg
54, Male, Madhya Pradesh, 8876785465, 168.01 cm, 70.22 kg
24, Male, Tripura, 7655155561, 145.83 cm, 80.22 kg
2, Male, Maharashtra, 9753477357, 160.5 cm, 69.97 kg
18, Male, Tripura, 6225875416, 165.53 cm, 72.93 kg
18, Male, Bihar, 8183535578, 162.41 cm, 67.47 kg
63, Female, Bihar, 7173134281, 169.35 cm, 64.83 kg
76, Male, Assam, 9816266367, 163.59 cm, 59.99 kg
33, Male, Karnataka, 7178725487, 162.56 cm, 69.56 kg
37, Male, Odisha, 9863164175, 162.83 cm, 75.12 kg
56, Male, Tamil Nadu, 7373158462, 163.43 cm, 69.06 kg
38, Female, Mizoram, 6615334173, 166.81 cm, 63.79 kg
30, Female, Tamil Nadu, 6645563525, 157.07 cm, 68.99 kg
91, Female, Assam, 6813277165, 162.78 cm, 61.4 kg
97, Male, Punjab, 8672845412, 182.36 cm, 74.04 kg
26, Female, Kerala, 8662816363, 164.12 cm, 75.28 kg
20, Male, Meghalaya, 7781815124, 143.88 cm, 66.89 kg
39, Female, Uttar Pradesh, 9238743658, 161.54 cm, 61.54 kg
69, Female, Uttarakhand, 6372227568, 168.56 cm, 64.94 kg
32, Female, Goa, 7421154113, 159.05 cm, 69.85 kg
56, Female, Jharkhand, 9444661765, 145.92 cm, 70.39 kg
53, Male, Tripura, 6345577327, 157.02 cm, 68.27 kg
16, Male, Goa, 8655811313, 149.4 cm, 62.06 kg
87, Female, Karnataka, 8113612827, 169.38 cm, 61.87 kg
19, Female, Manipur, 8513818378, 136.73 cm, 71.21 kg
76, Male, Chhattisgarh, 6638686455, 165.18 cm, 70.43 kg
41, Male, Manipur, 9786774358, 163.49 cm, 69.79 kg
22, Male, Odisha, 7863583773, 155.59 cm, 65.3 kg
67, Female, Meghalaya, 8277562856, 140.31 cm, 70.46 kg
56, Male, Madhya Pradesh, 8542651534, 162.63 cm, 61.89 kg
8, Female, Assam, 6382661158, 167.38 cm, 65.03 kg
51, Male, Manipur, 9467273222, 148.6 cm, 70.13 kg
77, Female, Himachal Pradesh, 8546816432, 160.59 cm, 68.17 kg
96, Male, Andhra Pradesh, 6185468714, 150.56 cm, 81.2 kg
78, Female, Karnataka, 9138388871, 145.28 cm, 69.13 kg
45, Female, Jharkhand, 9853124244, 158.36 cm, 69.9 kg
21, Male, Kerala, 7314781261, 156.63 cm, 70.68 kg
43, Female, Jharkhand, 7455711238, 158.51 cm, 68.27 kg
12, Female, Haryana, 9762414786, 165.04 cm, 75.2 kg
9, Female, Haryana, 7336882144, 151.44 cm, 74.42 kg
2, Male, Tamil Nadu, 9223382274, 149.19 cm, 72.03 kg
75, Female, Arunachal Pradesh, 8158234623, 168.19 cm, 64.72 kg
94, Female, Tripura, 8414724123, 169.99 cm, 68.34 kg
26, Male, Haryana, 8858316133, 159.27 cm, 69.82 kg
65, Female, Haryana, 7856713146, 145.11 cm, 65.98 kg
5, Male, Kerala, 9533654255, 175.8 cm, 74.73 kg
16, Female, Jharkhand, 8871773713, 164.86 cm, 66.45 kg
4, Female, Bihar, 7612825412, 164.28 cm, 71.29 kg
28, Male, Kerala, 9732132152, 169.17 cm, 68.8 kg
